"course_name","total_name","list_of_name"
"Fundamental React Bagi Pemula",90,"Aaron Bergman -- Alan Haines -- Alan Shonely -- Angele Hood -- Arianne Irving -- Barry Blumstein -- Becky Castell -- Bill Donatelli -- Brad Eason -- Cassandra Brandow -- Chloris Kastensmidt -- Christina Anderson -- Christina DeMoss -- Cindy Chapman -- Craig Molinari -- Cyma Kinney -- Dan Campbell -- Dario Medina -- Darrin Martin -- Dave Brooks -- David Wiener -- Dean Braden -- Dean Katz -- Dean percer -- Delfina Latchford -- Dennis Pardue -- Dianna Vittorini -- Dianna Wilson -- Dorothy Dickinson -- Duane Benoit -- Emily Ducich -- Eric Hoffmann -- Eugene Moren -- Evan Henry -- Georgia Rosenberg -- Guy Armstrong -- Harold Engle -- Heather Kirkland -- Helen Wasserman -- Henia Zydlo -- Hunter Lopez -- Jennifer Jackson -- Jim Epp -- Joseph Holt -- Justin Ritter -- Karen Daniels -- Ken Black -- Ken Lonsdale -- Laurel Workman -- Lena Hernandez -- Lena Radford -- Lindsay Shagiari -- Lisa DeCherney -- Logan Currie -- Mary O'Rourke -- Michael Dominguez -- Michelle Moray -- Mick Crebagga -- Monica Federle -- Muhammed Yedwab -- Natalie DeCherney -- Nathan Mautz -- Neil Ducich -- Neola Schneider -- Nicole Fjeld -- Noel Staavos -- Nona Balk -- Nora Preis -- Paul Gonzalez -- Phillina Ober -- Richard Eichhorn -- Rob Lucas -- Robert Waldorf -- Roland Fjeld -- Sam Zeldin -- Sarah Foster -- Shirley Daniels -- Speros Goranitis -- Stefania Perrino -- Steve Carroll -- Stewart Carmichael -- Sung Pak -- Ted Butterfield -- Theresa Swint -- Tiffany House -- Tim Taslimi -- Tracy Hopkins -- Trudy Brown -- Victoria Wilson -- William Brown"
"Statistika Dasar di Analisis Data menggunakan R",90,"Adrian Hane -- Alejandro Savely -- Allen Armold -- Andy Reiter -- Anna Andreadi -- Anne Pryor -- Annie Thurman -- Art Foster -- Bradley Talbott -- Brian Dahlen -- Brosina Hoffman -- Bruce Stewart -- Cari Sayre -- Carol Triggs -- Chloris Kastensmidt -- Chris Selesnick -- Christopher Schild -- Chuck Clark -- Craig Carroll -- Craig Molinari -- Craig Yedwab -- Darren Budd -- Delfina Latchford -- Denny Ordway -- Dorothy Badders -- Eric Barreto -- Eric Murdock -- Erin Smith -- Fred Chung -- George Bell -- Greg Tran -- Harold Engle -- Harry Greene -- Helen Wasserman -- Hilary Holden -- Irene Maddox -- Jack O'Briant -- James Galang -- Jay Fein -- Joel Eaton -- John Grady -- John Stevenson -- Justin MacKendrick -- Kalyca Meade -- Katharine Harms -- Katherine Nockton -- Ken Lonsdale -- Laura Armstrong -- Maria Bertelson -- Maris LaWare -- Mark Cousins -- Matt Abelman -- Max Jones -- Meg Tillman -- Michael Granlund -- Michelle Tran -- Mick Brown -- Muhammed MacIntyre -- Neil Knudson -- Nona Balk -- Nora Preis -- Olvera Toch -- Parhena Norris -- Patrick O'Brill -- Paul Lucas -- Paul Van Hugh -- Philip Fox -- Pierre Wener -- Ralph Arnett -- Rick Huthwaite -- Rob Beeghly -- Rob Dowd -- Robert Barroso -- Roland Fjeld -- Rose O'Brian -- Roy Franzosisch -- Sally Hughsby -- Sam Zeldin -- Sandra Glassco -- Sean Braxton -- Sue Ann Reed -- Todd Boyes -- Tony Chapman -- Tony Sayre -- Tracy Blumstein -- Troy Staebel -- Vicky Freymann -- Vivek Grady -- William Brown -- Yana Sorensen"
"TIngkatkan Sales Bisnismu dengan Meningkatkan Pertumbuhan Followers",91,"Adam Hart -- Adam Shillingsburg -- Adrian Barton -- Alan Dominguez -- Alan Haines -- Ann Chong -- Anna Andreadi -- Anne McFarland -- Anthony Rawles -- Art Ferguson -- Ashley Jarboe -- Barry Franzosisch -- Bart Watters -- Brian Dahlen -- Brian Derr -- Brooke Gillingham -- Carlos Soltero -- Cathy Hwang -- Christina DeMoss -- Clytie Kelty -- Corey-Lock -- Craig Carroll -- Craig Molinari -- Daniel Lacy -- Darren Budd -- Darren Powers -- Dave Brooks -- Deborah Brumfield -- Denise Monton -- Dorothy Badders -- Doug Bickford -- Edward Hooks -- Emily Burns -- Erica Hernandez -- Frank Carlisle -- Frank Preis -- George Bell -- Guy Armstrong -- Harold Dahlen -- Helen Andreada -- Herbert Flentye -- Ivan Liston -- Jack Lebron -- Janet Martin -- Jay Fein -- John Castell -- Joy Bell- -- Justin Hirsh -- Justin Ritter -- Karen Ferguson -- Kean Takahito -- Ken Black -- Liz Preis -- Logan Haushalter -- Maria Bertelson -- Matt Connell -- Maureen Fritzler -- Max Jones -- Michael Moore -- Mitch Webber -- Monica Federle -- Muhammed MacIntyre -- Naresj Patel -- Nat Carroll -- Nora Preis -- Odella Nelson -- Patrick Bzostek -- Patrick O'Brill -- Patrick Ryan -- Pete Kriz -- Peter Fuller -- Rick Wilson -- Robert Marley -- Robert Waldorf -- Roy Phan -- Sandra Glassco -- Sanjit Engle -- Seth Vernon -- Steve Nguyen -- Steven Cartwright -- Stewart Carmichael -- Sue Ann Reed -- Sung Pak -- Susan Vittorini -- Tamara Manning -- Ted Butterfield -- Theresa Coyne -- Tony Sayre -- Troy Blackwell -- Valerie Dominguez -- Valerie Takahito"
"Strategi Menghadapi Difficult People di Dunia Kerja",92,"Adam Bellavance -- Adrian Barton -- Alex Russell -- Alice McCarthy -- Allen Armold -- Amy Hunt -- Anne McFarland -- Anthony Garverick -- Barry Blumstein -- Bart Watters -- Becky Castell -- Becky Martin -- Ben Peterman -- Brian Stugart -- Bruce Degenhardt -- Carol Adams -- Caroline Jumper -- Catherine Glotzbach -- Chloris Kastensmidt -- Christopher Martinez -- Cindy Stewart -- Craig Yedwab -- Dan Lawera -- Dan Reichenbach -- Dave Brooks -- David Smith -- Deborah Brumfield -- Don Jones -- Edward Hooks -- Erica Bern -- Erica Hernandez -- Erin Creighton -- Eugene Barchas -- Frank Carlisle -- Fred Harton -- Gary Hansen -- Gary McGarr -- Greg Tran -- Harold Dahlen -- Harold Engle -- Harold Pawlan -- Harry Greene -- Henry MacAllister -- Hunter Lopez -- James Galang -- Jay Fein -- Jim Epp -- John Huston -- John Lee -- Joni Sundaresam -- Karen Carlisle -- Kean Thornton -- Ken Dana -- Ken Lonsdale -- Kristina Nunn -- Kunst Miller -- Laura Armstrong -- Laurel Beltran -- Liz Carlisle -- Maribeth Dona -- Maris LaWare -- Mary Zewe -- Matt Abelman -- Matt Connell -- Meg O'Connel -- Mick Crebagga -- Mick Hernandez -- Noel Staavos -- Paul Prost -- Peter Buhler -- Pierre Wener -- Quincy Jones -- Robert Barroso -- Ross Baird -- Roy Franzosisch -- Sally Hughsby -- Sam Zeldin -- Sean Christensen -- Stephanie Ulpright -- Steven Roelle -- Susan Pistek -- Susan Vittorini -- Suzanne McNair -- Tamara Manning -- Ted Trevino -- Tiffany House -- Todd Boyes -- Tom Prescott -- Trudy Schmidt -- Valerie Dominguez -- Xylona Preis -- Zuschuss Carroll"
"Pelajari Dasar-dasar Content Writing",93,"Alejandro Grove -- Alex Grayson -- Art Ferguson -- Art Foster -- Barbara Fisher -- Ben Ferrer -- Ben Peterman -- Bill Eplett -- Bill Tyler -- Bradley Drucker -- Brendan Sweed -- Brian Dahlen -- Brian Thompson -- Bryan Spruell -- Charles Crestani -- Chloris Kastensmidt -- Chris McAfee -- Christine Sundaresam -- Chuck Magee -- Claudia Bergmann -- Darren Powers -- Dave Brooks -- Dennis Pardue -- Denny Ordway -- Don Jones -- Don Miller -- Duane Noonan -- Eleni McCrary -- Emily Phan -- Erica Smith -- Evan Bailliet -- Fred McMath -- Grace Kelly -- Grant Thornton -- Guy Armstrong -- Hallie Redmond -- Harold Pawlan -- Helen Andreada -- Henry Goldwyn -- Hunter Glantz -- Jack Garza -- James Galang -- Jay Kimmel -- Jonathan Doherty -- Kalyca Meade -- Karen Bern -- Katharine Harms -- Ken Dana -- Khloe Miller -- Lena Cacioppo -- Lena Radford -- Linda Southworth -- Liz Preis -- Liz Thompson -- Logan Haushalter -- Luke Schmidt -- Luke Weiss -- Marina Lichtenstein -- Michael Granlund -- Mick Brown -- Mick Crebagga -- Natalie Webber -- Nathan Gelder -- Nick Crebassa -- Noah Childs -- Nona Balk -- Nora Pelletier -- Nora Preis -- Pauline Webber -- Peter McVee -- Philisse Overcash -- Pierre Wener -- Rob Lucas -- Roy Collins -- Roy Phan -- Russell Applegate -- Sally Hughsby -- Seth Vernon -- Shahid Collister -- Stephanie Ulpright -- Tamara Chand -- Tamara Manning -- Tim Brockman -- Toby Carlisle -- Todd Boyes -- Tom Prescott -- Tonja Turnell -- Tony Sayre -- Tracy Blumstein -- Troy Blackwell -- Victoria Pisteka -- Vivek Gonzalez -- William Brown"
"Analisis Data dengan Excel",93,"Aaron Hawkins -- Adam Shillingsburg -- Adrian Barton -- Adrian Hane -- Alan Barnes -- Andrew Allen -- Ann Chong -- Anthony Jacobs -- Anthony Johnson -- Arthur Wiediger -- Ashley Jarboe -- Bart Pistole -- Ben Ferrer -- Brendan Sweed -- Brian Dahlen -- Brian Thompson -- Bruce Geld -- Candace McMahon -- Cathy Prescott -- Chloris Kastensmidt -- Christina DeMoss -- Christopher Schild -- Corinna Mitchell -- Craig Carreira -- Craig Leslie -- Cynthia Delaney -- Dan Reichenbach -- Darrin Martin -- Darrin Sayre -- David Bremer -- Dean percer -- Denny Blanton -- Dianna Vittorini -- Don Jones -- Edward Becker -- Edward Hooks -- Eleni McCrary -- Erica Smith -- Erin Ashbrook -- Frank Gastineau -- Frank Olsen -- Gary Hansen -- Gary Hwang -- Giulietta Baptist -- Greg Maxwell -- Guy Thornton -- Harry Marie -- Helen Wasserman -- Irene Maddox -- Jack O'Briant -- Jim Kriz -- Jim Mitchum -- John Murray -- Jonathan Doherty -- Julie Creighton -- Justin Ritter -- Kean Takahito -- Kunst Miller -- Lindsay Shagiari -- Magdelene Morse -- Marc Harrigan -- Marina Lichtenstein -- Mark Hamilton -- Matt Connell -- Mick Brown -- Mick Hernandez -- Mike Kennedy -- Nona Balk -- Odella Nelson -- Parhena Norris -- Raymond Messe -- Rick Bensley -- Rick Hansen -- Robert Marley -- Roland Schwarz -- Roy Franzosisch -- Roy Phan -- Ruben Ausman -- Sally Hughsby -- Sanjit Chand -- Sanjit Engle -- Sanjit Jacobs -- Sarah Foster -- Scot Coram -- Sean Miller -- Shirley Daniels -- Sonia Cooley -- Steve Chapman -- Tamara Willingham -- Tanja Norvell -- Todd Sumrall -- William Brown -- Yana Sorensen"
"Menganalisis Data menggunakan SQL di Google Big Query",94,"Alan Barnes -- Alan Dominguez -- Alan Shonely -- Anna Gayman -- Anne McFarland -- Annie Thurman -- Arthur Prichep -- Becky Castell -- Ben Peterman -- Beth Thompson -- Bill Stewart -- Bill Tyler -- Brad Thomas -- Brooke Gillingham -- Carlos Daly -- Caroline Jumper -- Charles Sheldon -- Chloris Kastensmidt -- Christine Abelman -- Christopher Martinez -- Chuck Sachs -- Claudia Bergmann -- Corinna Mitchell -- Craig Reiter -- Craig Yedwab -- Cyma Kinney -- Cynthia Arntzen -- Dan Lawera -- Darrin Martin -- David Wiener -- Dean Katz -- Dean percer -- Dennis Pardue -- Denny Ordway -- Dianna Vittorini -- Don Weiss -- Doug Jacobs -- Edward Becker -- Emily Ducich -- Eric Barreto -- Erin Ashbrook -- Frank Merwin -- Gene McClure -- Giulietta Baptist -- Hallie Redmond -- Henry Goldwyn -- Irene Maddox -- Jason Gross -- Jeremy Pistek -- Jim Mitchum -- Joy Daniels -- Justin Ellison -- Karl Braun -- Katrina Bavinger -- Kean Thornton -- Keith Dawkins -- Keith Herrera -- Kristina Nunn -- Lena Cacioppo -- Linda Cazamias -- Marc Crier -- Maria Etezadi -- Marina Lichtenstein -- Melanie Seite -- Mick Hernandez -- Muhammed Yedwab -- Natalie DeCherney -- Natalie Webber -- Neil Franzosisch -- Neil Knudson -- Nora Paige -- Nora Pelletier -- Patrick Gardner -- Patrick Jones -- Patrick O'Brill -- Peter Fuller -- Pierre Wener -- Quincy Jones -- Resi Polking -- Rick Bensley -- Rob Williams -- Rose O'Brian -- Russell Applegate -- Sandra Glassco -- Sarah Foster -- Sean O'Donnell -- Sue Ann Reed -- Tamara Dahlen -- Tamara Willingham -- Toby Swindell -- Valerie Dominguez -- Vicky Freymann -- Victoria Brennan -- William Brown"
"Sales 101",95,"Aaron Hawkins -- Adam Bellavance -- Alan Shonely -- Alex Grayson -- Alice McCarthy -- Ann Blume -- Anthony Johnson -- Arthur Gainer -- Arthur Prichep -- Bart Pistole -- Ben Peterman -- Benjamin Farhat -- Beth Paige -- Beth Thompson -- Bill Shonely -- Bradley Nguyen -- Bradley Talbott -- Brenda Bowman -- Brian Moss -- Bryan Mills -- Carlos Soltero -- Cassandra Brandow -- Chris Selesnick -- Craig Carroll -- Damala Kotsonis -- Dan Lawera -- Dave Kipp -- Dean Katz -- Dean percer -- Debra Catini -- Duane Huffman -- Ed Ludwig -- Elizabeth Moffitt -- Erica Hackney -- Fred Harton -- Fred Hopkins -- George Bell -- Greg Maxwell -- Greg Tran -- Guy Armstrong -- Guy Phonely -- Harold Engle -- Helen Wasserman -- Jamie Kunitz -- Janet Martin -- Jeremy Farry -- Jeremy Pistek -- Jim Epp -- Jim Karlsson -- John Grady -- John Lee -- Julie Kriz -- Justin Deggeller -- Kelly Collister -- Ken Brennan -- Ken Heidel -- Kunst Miller -- Lena Cacioppo -- Liz MacKendrick -- Magdelene Morse -- Maria Zettner -- Maris LaWare -- Matt Collister -- Michael Chen -- Michael Grace -- Michael Moore -- Michelle Ellison -- Michelle Lonsdale -- Nancy Lomonaco -- Nick Zandusky -- Nora Preis -- Olvera Toch -- Pamela Stobb -- Paul Prost -- Paul Van Hugh -- Penelope Sewall -- Phillip Flathmann -- Rick Bensley -- Rob Williams -- Roland Fjeld -- Sam Craven -- Sarah Bern -- Sean Christensen -- Shahid Collister -- Sharelle Roach -- Sue Ann Reed -- Tamara Chand -- Thea Hendricks -- Tom Prescott -- Tony Chapman -- Tracy Poddar -- Valerie Dominguez -- Valerie Takahito -- Victoria Brennan -- Vivek Sundaresam"
"Kelas Pelatihan Keuangan untuk para Analis Finansial",97,"Alan Schoenberger -- Alex Russell -- Allen Armold -- Angele Hood -- Annie Thurman -- Barry Franzosisch -- Becky Martin -- Bill Donatelli -- Brad Eason -- Brosina Hoffman -- Bruce Degenhardt -- Bruce Geld -- Carl Weiss -- Caroline Jumper -- Cassandra Brandow -- Christopher Conant -- Christy Brittain -- Clytie Kelty -- Dana Kaydos -- Daniel Byrd -- Darrin Sayre -- Dionis Lloyd -- Edward Becker -- Eileen Kiefer -- Eva Jacobs -- Evan Bailliet -- Frank Olsen -- Gary Hansen -- Gary Mitchum -- Gene McClure -- George Ashbrook -- Harold Ryan -- Harry Greene -- Heather Kirkland -- Helen Abelman -- Helen Andreada -- Jack Lebron -- Jason Fortune- -- Jeremy Pistek -- John Grady -- Joseph Holt -- Julie Prescott -- Justin MacKendrick -- Justin Ritter -- Kelly Collister -- Ken Heidel -- Laura Armstrong -- Laurel Beltran -- Lena Creighton -- Logan Haushalter -- Luke Foster -- Maria Etezadi -- Maribeth Schnelling -- Mark Haberlin -- Mark Van Huff -- Mathew Reese -- Matt Abelman -- Matthew Clasen -- Maureen Gastineau -- Max Engle -- Maxwell Schwartz -- Maya Herman -- Michael Paige -- Michelle Arnett -- Mike Vittorini -- Parhena Norris -- Paul Prost -- Ralph Arnett -- Raymond Buch -- Raymond Messe -- Roland Fjeld -- Russell Applegate -- Sally Matthias -- Sam Craven -- Sample Company A -- Sanjit Engle -- Sanjit Jacobs -- Sarah Foster -- Scott Cohen -- Seth Vernon -- Shaun Chance -- Sheri Gordon -- Skye Norling -- Steve Chapman -- Steven Cartwright -- Stewart Carmichael -- Sung Pak -- Suzanne McNair -- Thea Hudgings -- Tony Sayre -- Tracy Zic -- Trudy Schmidt -- Valerie Dominguez -- Victoria Wilson -- William Brown -- Zuschuss Carroll -- Zuschuss Donatelli"
"Analisis Data menggunakan R",99,"Aaron Hawkins -- Aaron Smayling -- Alan Barnes -- Alan Hwang -- Allen Rosenblatt -- Amy Cox -- Andrew Allen -- Andrew Gjertsen -- Andy Gerbode -- Anna Andreadi -- Annie Thurman -- Annie Zypern -- Anthony Jacobs -- Barry Blumstein -- Barry Franz -- Barry Gonzalez -- Becky Pak -- Brenda Bowman -- Bruce Stewart -- Carl Weiss -- Cathy Hwang -- Chris Cortes -- Christina VanderZanden -- Christine Kargatis -- Christine Sundaresam -- Chuck Clark -- Craig Carroll -- Craig Leslie -- Damala Kotsonis -- Dan Campbell -- Daniel Lacy -- Darren Powers -- Dave Hallsten -- Dave Kipp -- David Smith -- Dean percer -- Delfina Latchford -- Doug O'Connell -- Duane Huffman -- Eric Hoffmann -- Erin Ashbrook -- Erin Smith -- Eugene Moren -- Herbert Flentye -- Jack Garza -- Janet Martin -- Jason Gross -- Jay Fein -- Jeremy Pistek -- Jesus Ocampo -- Jill Fjeld -- John Stevenson -- Joseph Airdo -- Karen Ferguson -- Katrina Edelman -- Keith Dawkins -- Ken Lonsdale -- Kristen Hastings -- Kunst Miller -- Lauren Leatherbury -- Linda Cazamias -- Lindsay Williams -- Marc Crier -- Marina Lichtenstein -- Maureen Gnade -- Maurice Satty -- Michael Nguyen -- Michelle Ellison -- Mike Gockenbach -- Mitch Webber -- Monica Federle -- Nathan Cano -- Nick Radford -- Nicole Brennan -- Noel Staavos -- Patrick Jones -- Patrick O'Brill -- Paul Lucas -- Paul Prost -- Pete Kriz -- Peter Buhler -- Phillip Flathmann -- Randy Bradley -- Rick Bensley -- Roger Demir -- Roland Schwarz -- Sam Zeldin -- Scott Williamson -- Sean Miller -- Skye Norling -- Stefania Perrino -- Steve Nguyen -- Stewart Visinsky -- Sung Pak -- Tanja Norvell -- Ted Butterfield -- Tom Boeckenhauer -- Victoria Pisteka -- William Brown"
"Perkenalan Marketing dan Iklan Facebook ",133,"Adrian Hane -- Alan Shonely -- Alex Avila -- Alyssa Tate -- Andrew Allen -- Andrew Gjertsen -- Ann Chong -- Ann Steele -- Anne McFarland -- Anne Pryor -- Annie Thurman -- Anthony Johnson -- Arthur Gainer -- Barry Franzosisch -- Barry Gonzalez -- Bart Watters -- Ben Ferrer -- Benjamin Patterson -- Bill Donatelli -- Brian Thompson -- Bruce Degenhardt -- Carol Triggs -- Catherine Glotzbach -- Cathy Armstrong -- Cathy Prescott -- Charles McCrossin -- Chloris Kastensmidt -- Chris Cortes -- Christine Phan -- Christine Sundaresam -- Clay Ludtke -- Corey Catlett -- Corinna Mitchell -- Craig Leslie -- Craig Reiter -- Cyra Reiten -- Darrin Sayre -- Dave Hallsten -- Dave Poirier -- David Smith -- Dean percer -- Delfina Latchford -- Dianna Vittorini -- Edward Hooks -- Eric Hoffmann -- Erin Ashbrook -- Frank Atkinson -- Frank Olsen -- Fred Hopkins -- Greg Maxwell -- Hilary Holden -- Jack O'Briant -- James Galang -- Janet Molinari -- Jason Fortune- -- Jennifer Braxton -- Jennifer Ferguson -- Jill Fjeld -- Jill Stevenson -- John Castell -- Jonathan Doherty -- Joseph Airdo -- Joy Daniels -- Julie Creighton -- Julie Kriz -- Justin Deggeller -- Justin Ritter -- Kalyca Meade -- Katherine Hughes -- Katrina Edelman -- Kean Nguyen -- Kean Takahito -- Kelly Lampkin -- Lena Cacioppo -- Liz Willingham -- Luke Schmidt -- Lycoris Saunders -- Maria Bertelson -- Maribeth Dona -- Maris LaWare -- Mark Packer -- Mark Van Huff -- Mary Zewe -- Matt Collins -- Max Ludwig -- Maxwell Schwartz -- Michael Chen -- Michelle Lonsdale -- Michelle Moray -- Mick Brown -- Mike Gockenbach -- Muhammed Yedwab -- Naresj Patel -- Nathan Mautz -- Nick Radford -- Nick Zandusky -- Olvera Toch -- Patrick Gardner -- Patrick Jones -- Patrick O'Brill -- Pauline Johnson -- Pauline Webber -- Philip Fox -- Philisse Overcash -- Resi Polking -- Rick Bensley -- Rick Hansen -- Ritsa Hightower -- Rob Beeghly -- Rob Dowd -- Rob Haberlin -- Rob Lucas -- Rob Williams -- Roger Barcio -- Ruben Ausman -- Ruben Dartt -- Scot Coram -- Sean O'Donnell -- Shahid Collister -- Shahid Hopkins -- Shirley Schmidt -- Steve Chapman -- Stewart Carmichael -- Sung Chung -- Susan Vittorini -- Ted Butterfield -- Theresa Swint -- Thomas Seio -- Toby Carlisle -- Tony Sayre -- Tracy Blumstein -- Valerie Mitchum -- Valerie Takahito"
"Kelas Perencanaan dan Prediksi Finansial menggunakan Excel",139,"Adam Bellavance -- Alan Dominguez -- Alex Avila -- Angele Hood -- Ann Steele -- Anne Pryor -- Arthur Prichep -- Barry Franzosisch -- Ben Wallace -- Bill Donatelli -- Bill Overfelt -- Brad Norvell -- Bradley Nguyen -- Brendan Dodson -- Brian Dahlen -- Bruce Degenhardt -- Cari Sayre -- Carol Triggs -- Cassandra Brandow -- Cathy Hwang -- Charles McCrossin -- Charles Sheldon -- Chloris Kastensmidt -- Chris Cortes -- Chris McAfee -- Chris Selesnick -- Christine Phan -- Christopher Schild -- Cindy Stewart -- Dan Lawera -- Dan Reichenbach -- Daniel Lacy -- Dave Poirier -- Dean Katz -- Don Miller -- Ellis Ballard -- Eric Barreto -- Erin Ashbrook -- Eudokia Martin -- Eugene Hildebrand -- Evan Bailliet -- Filia McAdams -- Fred Hopkins -- George Ashbrook -- Greg Guthrie -- Guy Thornton -- Harold Engle -- Harold Pawlan -- Harold Ryan -- Harry Greene -- Helen Wasserman -- Hunter Glantz -- Ivan Gibson -- James Galang -- Janet Lee -- Jay Fein -- Jennifer Halladay -- Jill Fjeld -- Joe Elijah -- Joel Eaton -- Joel Jenkins -- John Lee -- Jonathan Doherty -- Joy Bell- -- Justin Deggeller -- Justin MacKendrick -- Kalyca Meade -- Karen Bern -- Karen Daniels -- Karl Braun -- Katherine Hughes -- Katherine Murray -- Katherine Nockton -- Kean Thornton -- Keith Herrera -- Kelly Lampkin -- Ken Black -- Laurel Workman -- Lena Cacioppo -- Lena Creighton -- Lindsay Shagiari -- Logan Haushalter -- Marc Crier -- Maribeth Schnelling -- Maribeth Yedwab -- Mark Packer -- Mark Van Huff -- Matt Collins -- Matt Collister -- Matthew Grinstein -- Mike Kennedy -- Nat Carroll -- Neola Schneider -- Noah Childs -- Patrick Jones -- Patrick O'Brill -- Paul Gonzalez -- Paul Lucas -- Paul Van Hugh -- Phillip Breyer -- Ralph Arnett -- Resi Polking -- Rick Huthwaite -- Rick Reed -- Rob Haberlin -- Roger Demir -- Rose O'Brian -- Ross Baird -- Roy Franzosisch -- Russell Applegate -- Sam Craven -- Sam Zeldin -- Sanjit Engle -- Sara Luxemburg -- Sarah Bern -- Seth Vernon -- Shahid Collister -- Shahid Hopkins -- Skye Norling -- Stephanie Phelps -- Steve Nguyen -- Steven Cartwright -- Steven Ward -- Sung Pak -- Tamara Dahlen -- Tamara Manning -- Thea Hudgings -- Theone Pippenger -- Theresa Swint -- Tim Brockman -- Toby Gnade -- Tony Sayre -- Tracy Hopkins -- Trudy Glocke -- Valerie Dominguez -- Vivek Sundaresam -- Xylona Preis -- Yoseph Carroll -- Zuschuss Carroll"
"Kuasai Ms. Excel untuk Analisis Finansial ",145,"Aaron Hawkins -- Adam Bellavance -- Adam Hart -- Allen Armold -- Andrew Allen -- Andy Yotov -- Anna Andreadi -- Anna Gayman -- Anne Pryor -- Anthony Johnson -- Benjamin Farhat -- Benjamin Venier -- Beth Paige -- Brad Norvell -- Bradley Talbott -- Candace McMahon -- Cari Schnelling -- Carol Triggs -- Caroline Jumper -- Chloris Kastensmidt -- Chris Cortes -- Chris Selesnick -- Christina Anderson -- Christine Abelman -- Christine Kargatis -- Cindy Chapman -- Clay Ludtke -- Craig Leslie -- Craig Yedwab -- Cyma Kinney -- Cynthia Arntzen -- Damala Kotsonis -- Dana Kaydos -- Daniel Byrd -- Daniel Lacy -- Darren Powers -- Dave Hallsten -- Dave Kipp -- Dave Poirier -- David Bremer -- David Wiener -- Deborah Brumfield -- Delfina Latchford -- Dennis Kane -- Don Miller -- Doug Bickford -- Emily Phan -- Erica Hernandez -- Erin Ashbrook -- Erin Creighton -- Erin Smith -- Eugene Hildebrand -- Frank Gastineau -- Frank Merwin -- Frank Olsen -- Gary Hwang -- Gary Zandusky -- George Bell -- Giulietta Baptist -- Hunter Lopez -- Ivan Liston -- Jack O'Briant -- Jason Gross -- Jennifer Braxton -- Jennifer Ferguson -- Jeremy Ellison -- Jeremy Pistek -- Jessica Myrick -- Jill Stevenson -- Jim Kriz -- Jim Radford -- Jim Sink -- Joe Elijah -- Joe Kamberova -- John Castell -- John Dryer -- John Lee -- Jonathan Doherty -- Jonathan Howell -- Justin MacKendrick -- Kalyca Meade -- Karen Ferguson -- Karl Braun -- Katherine Ducich -- Katrina Edelman -- Keith Herrera -- Ken Black -- Khloe Miller -- Laurel Beltran -- Lena Creighton -- Lena Hernandez -- Lindsay Shagiari -- Luke Schmidt -- Maribeth Dona -- Mark Van Huff -- MaryBeth Skach -- Matt Collins -- Matthew Grinstein -- Maya Herman -- Michael Chen -- Michael Dominguez -- Mike Pelletier -- Mike Vittorini -- Nat Carroll -- Natalie DeCherney -- Nathan Mautz -- Nick Radford -- Nick Zandusky -- Nora Paige -- Nora Preis -- Pamela Stobb -- Patrick Gardner -- Paul Gonzalez -- Philip Fox -- Rick Bensley -- Rick Duston -- Rob Beeghly -- Rob Williams -- Roger Demir -- Roland Fjeld -- Roland Murray -- Roland Schwarz -- Sally Knutson -- Saphhira Shifley -- Seth Vernon -- Sonia Sunley -- Steve Chapman -- Sue Ann Reed -- Sung Pak -- Susan MacKendrick -- Susan Vittorini -- Tamara Dahlen -- Thea Hendricks -- Thomas Boland -- Tim Taslimi -- Toby Braunhardt -- Toby Swindell -- Tonja Turnell -- Tony Chapman -- Trudy Glocke -- Trudy Schmidt -- Valerie Mitchum -- Valerie Takahito -- Victoria Wilson -- Yana Sorensen"
